ID,Name,Intelligence,Strength,Speed,Durability,Power,Combat,Alter_Egos,Publisher,Alignment,Gender,Race,Height,Weight,Eye,Hair,Skin,Total_Power
402,Taskmaster,90,15,50,20,65,100,No,Marvel Comics,bad,Male,Human,6'2 // 188 cm,220 lb // 99 kg,Brown,Brown,,340
404,Vanisher,85,10,75,60,65,45,No,Marvel Comics,bad,Male,,5'5 // 165 cm,175 lb // 79 kg,Green,No Hair,,340
405,Violator,55,65,25,80,85,30,No,Image Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,340
390,Batgirl IV,85,15,30,60,50,100,Yes,DC Comics,good,Female,Human,5'5 // 165 cm,115 lb // 52 kg,Green,Black,,340
391,Buffy,85,30,45,70,50,60,No,Dark Horse Comics,good,Female,Human,5'2 // 157 cm,115 lb // 52 kg,Green,Blond,,340
392,Daredevil,90,15,35,35,65,100,Yes,Marvel Comics,good,Male,Human,6'0 // 183 cm,200 lb // 90 kg,Blue,Red,,340
396,Hiro Nakamura,75,15,95,20,100,35,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,,,,340
398,John Wraith,90,15,35,30,90,80,No,Marvel Comics,good,Male,,6'0 // 183 cm,195 lb // 88 kg,Brown,Black,,340
399,Morph,65,50,40,65,70,50,No,Marvel Comics,good,Male,,5'10 // 178 cm,175 lb // 79 kg,White,No Hair,,340
400,Nite Owl II,85,45,40,40,50,80,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,340
403,Tigra,85,35,55,40,35,90,No,Marvel Comics,good,Female,,5'10 // 178 cm,180 lb // 81 kg,Green,Auburn,,340
406,Ajax,80,50,35,80,35,55,Yes,Marvel Comics,bad,Male,Cyborg,6'4 // 193 cm,200 lb // 90 kg,Brown,Black,,335
407,Arclight,75,65,25,45,55,70,No,Marvel Comics,bad,Female,,5'8 // 173 cm,126 lb // 57 kg,Purple,Purple,,335
408,Black Mamba,90,10,35,45,90,65,No,Marvel Comics,bad,Female,,5'7 // 170 cm,115 lb // 52 kg,Green,Black,,335
411,Mystique,90,15,25,65,65,75,No,Marvel Comics,bad,Female,Mutant,5'10 // 178 cm,120 lb // 54 kg,Yellow,Red,Blue,335
412,Professor Zoom,100,10,100,20,85,20,Yes,DC Comics,bad,Male,Human,5'11 // 180 cm,179 lb // 81 kg,Blue,Auburn,,335
409,Blade,85,30,40,50,40,90,No,Marvel Comics,good,Male,Vampire,6'2 // 188 cm,215 lb // 97 kg,Brown,Black,,335
410,Hawk,75,40,35,95,45,45,No,DC Comics,good,Male,,6'1 // 185 cm,197 lb // 89 kg,Red,Brown,,335
413,Toad,80,35,60,60,70,30,Yes,Marvel Comics,neutral,Male,Mutant,5'9 // 175 cm,169 lb // 76 kg,Black,Brown,Green,335
419,Shocker,85,10,25,70,80,60,Yes,Marvel Comics,bad,Male,Human,5'9 // 175 cm,175 lb // 79 kg,Brown,Brown,,330
414,Cyclops,90,10,25,45,80,80,Yes,Marvel Comics,good,Male,Mutant,6'3 // 191 cm,195 lb // 88 kg,Brown,Brown,,330
415,Jack-Jack,35,35,70,80,100,10,No,Dark Horse Comics,good,Male,Human,2'4 // 71 cm,30 lb // 14 kg,Blue,Brown,,330
416,Jennifer Kale,90,10,35,45,75,75,No,Marvel Comics,good,Female,,5'6 // 168 cm,122 lb // 55 kg,Blue,Blond,,330
417,Medusa,90,35,35,70,40,60,No,Marvel Comics,good,Female,Inhuman,5'11 // 180 cm,130 lb // 59 kg,Green,Red,,330
418,Mockingbird,90,35,40,20,50,95,No,Marvel Comics,good,Female,Human,5'9 // 175 cm,135 lb // 61 kg,Blue,Blond,,330
426,Swarm,90,20,50,90,40,35,No,Marvel Comics,bad,Male,Mutant,6'5 // 196 cm,104 lb // 47 kg,Yellow,No Hair,Yellow,325
420,Banshee,80,10,60,40,65,70,Yes,Marvel Comics,good,Male,Human,6'0 // 183 cm,170 lb // 77 kg,Green,Auburn,,325
421,Black Lightning,80,15,55,30,70,75,No,DC Comics,good,Male,,6'1 // 185 cm,200 lb // 90 kg,Brown,No Hair,,325
422,Enchantress,85,15,25,60,100,40,Yes,DC Comics,good,Female,Human,5'6 // 168 cm,126 lb // 57 kg,Blue,Blond,,325
423,Man-Wolf,85,45,35,45,45,70,No,Marvel Comics,good,Male,,6'2' // 188 cm,200 lb // 90 kg,Brown,Auburn,,325
424,Ms Marvel II,75,65,25,85,15,60,Yes,Marvel Comics,good,Female,,5'8 // 173 cm,135 lb // 61 kg,Blue,Red,,325
425,Robocop,90,35,15,80,55,50,No,,good,Male,Cyborg,6'2 // 188 cm,- lb // 0 kg,,,,325
432,Mysterio,95,10,20,40,85,70,No,Marvel Comics,bad,Male,Human,5'11 // 180 cm,175 lb // 79 kg,Brown,No Hair,,320
433,Ozymandias,100,20,35,20,50,95,No,DC Comics,bad,Male,Human,- // 0 cm,- lb // 0 kg,Blue,Blond,,320
427,Batgirl,70,45,50,40,45,70,Yes,DC Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,320
428,Claire Bennet,75,10,15,100,90,30,No,NBC - Heroes,good,Female,,- // 0 cm,- lb // 0 kg,Blue,Blond,,320
429,Deathlok,85,35,30,70,40,60,No,Marvel Comics,good,Male,Cyborg,6'4 // 193 cm,395 lb // 178 kg,Brown,Grey,,320
430,Elektra,85,15,30,30,60,100,Yes,Marvel Comics,good,Female,Human,5'9 // 175 cm,130 lb // 59 kg,Blue,Black,,320
431,Jessica Jones,80,45,50,70,20,55,Yes,Marvel Comics,good,Female,Human,5'7 // 170 cm,124 lb // 56 kg,Brown,Brown,,320
434,Punisher,85,20,25,45,45,100,Yes,Marvel Comics,good,Male,Human,6'0' // 183 cm,200 lb // 90 kg,Blue,Black,,320
435,Songbird,90,40,30,45,55,60,No,Marvel Comics,good,Female,,5'5 // 165 cm,145 lb // 65 kg,Green,Red,,320
436,Static,85,10,45,50,90,40,No,DC Comics,good,Male,Mutant,5'7 // 170 cm,140 lb // 63 kg,Brown,Black,,320
437,Zatanna,95,10,25,30,100,60,Yes,DC Comics,good,Female,Human,5'7 // 170 cm,127 lb // 57 kg,Blue,Black,,320
439,Boba Fett,85,10,40,40,70,70,No,George Lucas,bad,Male,Human / Clone,6'0 // 183 cm,- lb // 0 kg,Brown,Black,,315
442,Hydro-Man,75,15,25,80,70,50,No,Marvel Comics,bad,Male,,6'2 // 188 cm,265 lb // 119 kg,Brown,Brown,,315
443,Mister Zsasz,100,25,35,30,30,95,No,DC Comics,bad,Male,Human,5'8 // 173 cm,150 lb // 68 kg,Blue,Blond,,315
446,Plantman,85,60,25,55,65,25,No,Marvel Comics,bad,Male,Mutant,6'0 // 183 cm,193 lb // 87 kg,Green,Grey,,315
438,Batman II,95,15,35,30,40,100,Yes,DC Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Blue,Black,,315
440,Chamber,80,10,20,80,60,65,No,Marvel Comics,good,Male,Mutant,5'9 // 175 cm,140 lb // 63 kg,Brown,Brown,,315
441,Hope Summers,85,10,15,35,95,75,Yes,Marvel Comics,good,Female,,5'6 // 168 cm,106 lb // 48 kg,Green,Red,,315
444,Nightcrawler,80,10,50,15,80,80,Yes,Marvel Comics,good,Male,,5'9' // 175 cm,195 lb // 88 kg,Yellow,Purple,,315
445,Nightwing,95,15,35,30,40,100,Yes,DC Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Blue,Black,,315
448,Sasquatch,90,80,25,60,15,45,No,Marvel Comics,good,Male,,10' // 305 cm,2000 lb // 900 kg,Red,Orange,,315
449,Snowbird,80,35,30,45,70,55,No,Marvel Comics,good,Female,,5'10' // 178 cm,108 lb // 49 kg,White,Blond,,315
447,Raven,80,10,30,70,85,40,No,DC Comics,neutral,Female,Human,5'5 // 165 cm,110 lb // 50 kg,Purple,Black,,315
456,Green Goblin II,90,55,40,50,45,30,Yes,Marvel Comics,bad,Male,,5'10 // 178 cm,170 lb // 77 kg,Blue,Auburn,,310
457,Kraven the Hunter,85,35,35,45,25,85,No,Marvel Comics,bad,Male,Human,6'0 // 183 cm,235 lb // 106 kg,Brown,Black,,310
458,Nebula,85,55,15,50,45,60,No,Marvel Comics,bad,Female,Luphomoid,6'1 // 185 cm,185 lb // 83 kg,Blue,No Hair,Blue,310
460,Sylar,90,10,15,25,85,85,No,NBC - Heroes,bad,Male,,- // 0 cm,- lb // 0 kg,,,,310
450,Batgirl,95,15,35,40,35,90,Yes,DC Comics,good,Female,Human,5'7 // 170 cm,126 lb // 57 kg,Green,Red,,310
451,Black Widow,90,15,35,30,40,100,Yes,Marvel Comics,good,Female,Human,5'7 // 170 cm,131 lb // 59 kg,Green,Auburn,,310
452,Darkstar,75,10,35,45,80,65,No,Marvel Comics,good,Female,Mutant,5'6 // 168 cm,125 lb // 56 kg,Brown,Blond,,310
453,Data,100,35,25,40,60,50,No,Star Trek,good,Male,Android,- // 0 cm,- lb // 0 kg,Yellow,Brown,,310
454,Elongated Man,90,10,35,90,45,40,Yes,DC Comics,good,Male,,6'1 // 185 cm,178 lb // 80 kg,Blue,Red,,310
455,Firestar,80,10,55,55,75,35,No,Marvel Comics,good,Female,Mutant,5'8 // 173 cm,125 lb // 56 kg,Green,Red,,310
459,Shang-Chi,85,15,30,50,30,100,No,Marvel Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Brown,Black,,310
461,Vixen,80,40,50,50,65,25,No,DC Comics,good,Female,Human,5'9 // 175 cm,140 lb // 63 kg,Amber,Black,,310
466,Living Brain,90,55,35,60,35,30,No,Marvel Comics,bad,Other,,6'6 // 198 cm,800 lb // 360 kg,Yellow,No Hair,Silver,305
467,Moloch,75,40,35,40,70,45,No,DC Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,305
462,Archangel,85,15,60,65,35,45,Yes,Marvel Comics,good,Male,Mutant,6'0 // 183 cm,150 lb // 68 kg,Blue,Blond,Blue,305
463,Clea,70,40,45,40,75,35,Yes,Marvel Comics,good,Female,,- // 0 cm,- lb // 0 kg,,White,,305
464,Corsair,70,35,45,35,45,75,No,Marvel Comics,good,Male,,6'3 // 191 cm,175 lb // 79 kg,Brown,Brown,,305
465,Green Arrow,95,15,35,30,40,90,Yes,DC Comics,good,Male,Human,6'2 // 188 cm,195 lb // 88 kg,Green,Blond,,305
468,Niki Sanders,85,55,35,30,40,60,No,NBC - Heroes,good,Female,,- // 0 cm,- lb // 0 kg,Blue,Blond,,305
469,Rogue,90,10,15,30,80,80,Yes,Marvel Comics,good,Female,,5'8 // 173 cm,120 lb // 54 kg,Green,Brown,,305
474,Joker,100,10,15,60,45,70,Yes,DC Comics,bad,Male,Human,6'5 // 196 cm,192 lb // 86 kg,Green,Green,White,300
475,Kraven II,80,35,25,30,45,85,No,Marvel Comics,bad,Male,Human,6'3 // 191 cm,220 lb // 99 kg,Brown,Black,,300
470,Chewbacca,80,40,25,50,40,65,No,George Lucas,good,Male,Wookiee,7'5 // 226 cm,247 lb // 111 kg,Blue,Brown,,300
471,Dagger,85,10,35,45,55,70,No,Marvel Comics,good,Female,,5'5 // 165 cm,116 lb // 52 kg,Blue,Blond,,300
472,Havok,85,10,25,60,75,45,Yes,Marvel Comics,good,Male,Mutant,6' // 183 cm,175 lb // 79 kg,Blue,Blond,,300
473,Hellcat,85,15,35,45,50,70,No,Marvel Comics,good,Female,Human,5'8 // 173 cm,135 lb // 61 kg,Blue,Red,,300
476,Maverick,85,10,15,45,60,85,No,Marvel Comics,good,Male,,6'4 // 193 cm,244 lb // 110 kg,Blue,Black,,300
477,Mister Fantastic,100,10,20,70,35,65,Yes,Marvel Comics,good,Male,Human / Radiation,6'1 // 185 cm,180 lb // 81 kg,Brown,Brown,,300
478,Mr Immortal,80,10,10,100,70,30,No,Marvel Comics,good,Male,Mutant,6'2 // 188 cm,156 lb // 70 kg,Blue,Blond,,300
479,Nick Fury,90,15,25,45,25,100,No,Marvel Comics,good,Male,Human,6'1 // 185 cm,221 lb // 99 kg,Brown,Brown,,300
480,Changeling,85,10,25,45,65,65,No,Marvel Comics,bad,Male,,5'11 // 180 cm,180 lb // 81 kg,Brown,Black,,295
483,Moses Magnum,90,30,15,45,55,60,No,Marvel Comics,bad,Male,,5'9 // 175 cm,159 lb // 72 kg,Brown,Black,,295
481,Jubilee,80,10,25,20,70,90,Yes,Marvel Comics,good,Female,Mutant,5'5 // 165 cm,115 lb // 52 kg,Red,Black,,295
482,Moon Knight,80,40,25,45,30,75,No,Marvel Comics,good,Male,Human,6'2 // 188 cm,225 lb // 101 kg,Brown,Brown,,295
484,Shadowcat,95,10,25,25,70,70,Yes,Marvel Comics,good,Female,Mutant,5'6 // 168 cm,110 lb // 50 kg,Hazel,Brown,,295
485,Spider-Woman III,80,50,30,45,60,30,No,Marvel Comics,good,Female,,5'8 // 173 cm,123 lb // 55 kg,Brown,Brown,,295
486,Wasp,85,20,60,55,30,45,Yes,Marvel Comics,good,Female,Human,5'4 // 163 cm,110 lb // 50 kg,Blue,Auburn,,295
487,Angel,85,15,50,65,30,45,Yes,Marvel Comics,good,Male,,6'0 // 183 cm,150 lb // 68 kg,Blue,Blond,,290
488,Bill Harken,85,40,35,60,30,40,No,SyFy,good,Male,Alpha,- // 0 cm,- lb // 0 kg,,,,290
489,Black Knight III,85,10,10,70,45,70,No,Marvel Comics,good,Male,Human,6'0 // 183 cm,190 lb // 86 kg,Brown,Brown,,290
490,Bling!,85,15,15,90,55,30,No,Marvel Comics,good,Female,,5'6 // 168 cm,152 lb // 68 kg,,,,290
491,Gambit,85,10,25,30,55,85,Yes,Marvel Comics,good,Male,Mutant,6'1 // 185 cm,179 lb // 81 kg,Red,Brown,,290
492,Gravity,80,35,35,40,70,30,No,Marvel Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Blue,Brown,,290
493,Ink,75,30,20,40,75,50,No,Marvel Comics,good,Male,Mutant,5'11 // 180 cm,180 lb // 81 kg,Blue,No Hair,,290
494,Liz Sherman,55,35,30,45,75,50,No,Dark Horse Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,290
495,Multiple Man,85,15,25,70,30,65,No,Marvel Comics,good,Male,,5'11' // 180 cm,155 lb // 70 kg,Blue,Brown,,290
497,Robin,95,15,30,30,35,85,Yes,DC Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Blue,Black,,290
498,Saturn Girl,95,10,50,20,90,25,No,DC Comics,good,Female,Titanian,5'7 // 170 cm,130 lb // 59 kg,Blue,Blond,,290
499,Tempest,75,10,45,30,70,60,Yes,Marvel Comics,good,Female,,5'4 // 163 cm,121 lb // 54 kg,Brown,Black,,290
496,Red Hood,90,15,25,30,35,95,Yes,DC Comics,neutral,Male,Human,6'0 // 183 cm,180 lb // 81 kg,Blue,Black,,290
513,White Canary,85,10,35,15,50,90,No,DC Comics,bad,Female,Human,- // 0 cm,- lb // 0 kg,Brown,Black,,285
500,Atom II,95,10,35,45,40,60,No,DC Comics,good,Male,Human,6'0 // 183 cm,180 lb // 81 kg,Brown,Auburn,,285
501,Bananaman,60,50,35,80,30,30,No,,good,Male,Human,- // 0 cm,- lb // 0 kg,,,,285
502,Bantam,65,55,25,55,25,60,No,Marvel Comics,good,Male,,5'5 // 165 cm,119 lb // 54 kg,Brown,Black,,285
503,Black Canary,85,10,35,20,55,80,No,DC Comics,good,Female,Metahuman,5'7 // 170 cm,130 lb // 59 kg,Blue,Blond,,285
504,Blink,80,10,20,30,80,65,No,Marvel Comics,good,Female,Mutant,5'5 // 165 cm,125 lb // 56 kg,Green,Purple,Pink,285
505,Box IV,80,75,25,30,15,60,Yes,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,Brown,Brown,,285
506,Dash,65,15,95,60,20,30,No,Dark Horse Comics,good,Male,Human,4'0 // 122 cm,60 lb // 27 kg,Blue,Blond,,285
507,Firebird,75,10,40,15,100,45,No,Marvel Comics,good,Female,,5'5' // 165 cm,125 lb // 56 kg,Brown,Black,,285
508,Harry Potter,90,10,25,10,100,50,No,J. K. Rowling,good,Male,Human,- // 0 cm,- lb // 0 kg,Green,Black,,285
509,Phantom,70,35,35,35,30,80,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,285
510,Red Robin,95,15,30,35,30,80,Yes,DC Comics,good,Male,Human,5'5 // 165 cm,125 lb // 56 kg,Blue,Black,,285
511,Robin III,95,15,30,30,30,85,Yes,DC Comics,good,Male,Human,5'5 // 165 cm,125 lb // 56 kg,Blue,Black,,285
512,Star-Lord,85,20,35,50,25,70,No,Marvel Comics,good,Male,Human-Spartoi,6'2 // 188 cm,175 lb // 79 kg,Blue,Blond,,285
514,Bullseye,80,15,25,70,20,70,No,Marvel Comics,bad,Male,Human,6'0 // 183 cm,200 lb // 90 kg,Blue,Blond,,280
516,Deadshot,80,10,25,30,55,80,Yes,DC Comics,bad,Male,Human,6'1 // 185 cm,202 lb // 91 kg,Brown,Brown,,280
520,Goblin Queen,90,10,25,30,65,60,No,Marvel Comics,bad,Female,,5'6 // 168 cm,110 lb // 50 kg,Green,Red,,280
525,Mister Freeze,90,35,15,70,40,30,No,DC Comics,bad,Male,Human,6'0 // 183 cm,190 lb // 86 kg,,,,280
527,Rick Flag,95,15,25,30,20,95,No,DC Comics,bad,Male,,6'1 // 185 cm,189 lb // 85 kg,Blue,Brown,,280
515,Catwoman,85,15,35,30,30,85,Yes,DC Comics,good,Female,Human,5'9 // 175 cm,135 lb // 61 kg,Green,Black,,280
517,DL Hawkins,80,15,15,60,50,60,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,,,,280
518,Domino,85,10,30,30,50,75,Yes,Marvel Comics,good,Female,Human,5'8 // 173 cm,120 lb // 54 kg,Blue,Black,White,280
519,Feral,75,30,45,30,30,70,No,Marvel Comics,good,Female,,5'9 // 175 cm,110 lb // 50 kg,Yellow,Orange,,280
521,Huntress,85,10,25,30,35,95,Yes,DC Comics,good,Female,,5'11 // 180 cm,130 lb // 59 kg,Blue,Black,,280
522,James Bond (Craig),95,15,20,35,25,90,Yes,Ian Fleming,good,Male,Human,6'0 // 183 cm,- lb // 0 kg,Blue,Blond,,280
523,Justice,80,10,35,70,55,30,No,Marvel Comics,good,Male,Human,5'10 // 178 cm,180 lb // 81 kg,Hazel,Brown,,280
526,Monica Dawson,80,10,35,15,50,90,No,NBC - Heroes,good,Female,,- // 0 cm,- lb // 0 kg,,,,280
528,Robin II,90,15,30,30,30,85,Yes,DC Comics,good,Male,Human,6'0 // 183 cm,225 lb // 101 kg,Blue,Red,,280
524,Man-Bat,75,20,50,70,35,30,No,DC Comics,neutral,Male,Human,- // 0 cm,- lb // 0 kg,Brown,Brown,,280
535,Warp,75,10,25,30,85,50,No,DC Comics,bad,Male,,5'8 // 173 cm,148 lb // 67 kg,Brown,Black,,275
529,3-D Man,80,35,45,35,25,55,No,Marvel Comics,good,Male,,6'2 // 188 cm,200 lb // 90 kg,Brown,Grey,,275
530,Longshot,80,10,30,10,75,70,No,Marvel Comics,good,Male,Human,6'2 // 188 cm,80 lb // 36 kg,Blue,Blond,,275
531,Meltdown,75,10,15,45,65,65,Yes,Marvel Comics,good,Female,,5'5 // 165 cm,120 lb // 54 kg,Blue,Blond,,275
532,Professor X,100,10,15,15,100,35,Yes,Marvel Comics,good,Male,Mutant,6' // 183 cm,190 lb // 86 kg,Blue,No Hair,,275
533,Question,95,15,30,35,20,80,No,DC Comics,good,Male,Human,6'2 // 188 cm,185 lb // 83 kg,Blue,Blond,,275
534,Spock,95,20,20,40,60,40,No,Star Trek,good,Male,Human-Vulcan,6'1 // 185 cm,180 lb // 81 kg,Brown,Black,,275
538,Blizzard II,75,10,30,45,50,60,No,Marvel Comics,bad,Male,,5'9 // 175 cm,170 lb // 77 kg,Brown,Brown,,270
542,Lightning Lord,75,10,25,45,70,45,No,DC Comics,bad,Male,,6'3 // 191 cm,210 lb // 95 kg,Blue,Red,,270
536,Batwoman V,95,10,30,25,30,80,No,DC Comics,good,Female,Human,5'10 // 178 cm,- lb // 0 kg,Green,Red,,270
537,Black Canary,85,10,35,15,45,80,No,DC Comics,good,Female,Human,5'5 // 165 cm,128 lb // 58 kg,Blue,Blond,,270
539,Boom-Boom,75,10,15,45,60,65,Yes,Marvel Comics,good,Female,Mutant,5'5 // 165 cm,122 lb // 55 kg,Blue,Blond,,270
540,Cameron Hicks,80,10,25,30,55,70,No,SyFy,good,Male,Alpha,- // 0 cm,- lb // 0 kg,,,,270
541,Cypher,75,35,40,35,50,35,No,Marvel Comics,good,Male,,5'9' // 175 cm,150 lb // 68 kg,Blue,Blond,,270
543,Silverclaw,80,30,35,45,35,45,No,Marvel Comics,good,Female,,5'2 // 157 cm,110 lb // 50 kg,Brown,Black,,270
544,Sobek,80,35,25,50,20,60,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,White,No Hair,,270
545,Vibe,80,10,20,30,100,30,Yes,DC Comics,good,Male,Human,5'10 // 178 cm,157 lb // 71 kg,Brown,Black,,270
550,MODOK,100,20,25,25,80,15,No,Marvel Comics,bad,Male,Cyborg,12'0 // 366 cm,750 lb // 338 kg,White,Brown,,265
546,Angel Salvadore,75,10,30,30,60,60,Yes,Marvel Comics,good,Female,,5'4 // 163 cm,121 lb // 54 kg,Brown,Black,,265
547,Jim Powell,75,40,25,80,25,20,No,ABC Studios,good,Male,,- // 0 cm,- lb // 0 kg,,,,265
548,John Constantine,85,10,10,40,55,65,No,DC Comics,good,Male,Human,6'0 // 183 cm,- lb // 0 kg,Blue,Blond,,265
549,Light Lass,75,10,35,30,70,45,No,DC Comics,good,Female,,5'5 // 165 cm,120 lb // 54 kg,Blue,Red,,265
551,Thunderbird,80,35,30,35,15,70,No,Marvel Comics,good,Male,,6'1 // 185 cm,225 lb // 101 kg,Brown,Black,,265
556,Cheetah II,75,20,45,20,40,60,No,DC Comics,bad,Female,Human,5'7 // 170 cm,122 lb // 55 kg,Green,Brown,,260
558,Elle Bishop,80,10,15,45,65,45,No,NBC - Heroes,bad,Female,,- // 0 cm,- lb // 0 kg,Blue,Blond,,260
561,Kingpin,90,20,25,40,15,70,Yes,Marvel Comics,bad,Male,Human,6'7 // 201 cm,450 lb // 203 kg,Blue,No Hair,,260
563,Siryn,75,10,50,30,50,45,No,Marvel Comics,bad,Female,,5'6 // 168 cm,115 lb // 52 kg,Blue,Auburn,,260
552,Adam Strange,85,10,35,40,40,50,No,DC Comics,good,Male,Human,6'1 // 185 cm,195 lb // 88 kg,Blue,Blond,,260
553,Azrael,85,20,20,20,35,80,No,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,Brown,Black,,260
554,Batgirl VI,90,10,25,30,25,80,Yes,DC Comics,good,Female,,5'6 // 168 cm,135 lb // 61 kg,Blue,Blond,,260
555,Brainiac 5,100,10,25,30,60,35,No,DC Comics,good,Male,,5'7 // 170 cm,135 lb // 61 kg,Green,Blond,,260
557,Crystal,85,20,15,15,65,60,No,Marvel Comics,good,Female,Inhuman,5'6 // 168 cm,110 lb // 50 kg,Green,Red,,260
559,Falcon,75,15,50,30,25,65,Yes,Marvel Comics,good,Male,Human,6'2 // 188 cm,240 lb // 108 kg,Brown,Black,,260
560,Kid Flash,65,5,95,45,20,30,No,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,Green,Red,,260
562,Oracle,90,15,25,30,20,80,Yes,DC Comics,good,Female,Human,5'10 // 178 cm,132 lb // 59 kg,Blue,Red,,260
566,Cheetah,75,10,45,20,35,70,No,DC Comics,bad,Female,Human,5'4 // 163 cm,110 lb // 50 kg,Green,Blond,,255
568,Diamondback,75,20,25,30,45,60,Yes,Marvel Comics,bad,Male,Human,6'4 // 193 cm,200 lb // 90 kg,Brown,Black,,255
571,Proto-Goblin,85,40,25,50,25,30,No,Marvel Comics,bad,Male,,- // 0 cm,- lb // 0 kg,Green,Blond,,255
564,Ant-Man II,90,20,20,40,55,30,Yes,Marvel Comics,good,Male,Human,6'0 // 183 cm,190 lb // 86 kg,Blue,Blond,,255
565,Bionic Woman,80,40,35,40,20,40,No,,good,Female,Cyborg,- // 0 cm,- lb // 0 kg,Blue,Black,,255
569,James T. Kirk,85,15,20,30,30,75,No,Star Trek,good,Male,Human,5'10 // 178 cm,170 lb // 77 kg,Hazel,Brown,,255
570,Luna,75,10,85,15,55,15,No,Marvel Comics,good,Female,Human,- // 0 cm,- lb // 0 kg,,,,255
572,Red Arrow,85,20,25,20,25,80,No,DC Comics,good,Male,Human,5'11 // 180 cm,185 lb // 83 kg,Green,Red,,255
573,Rey,85,10,25,10,90,35,No,George Lucas,good,Female,Human,5'57 // 297 cm,- lb // 0 kg,Hazel,Brown,,255
574,Rip Hunter,100,10,10,10,100,25,No,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,Blue,Blond,,255
575,Rorschach,90,10,30,20,25,80,No,DC Comics,good,Male,Human,5'6 // 168 cm,140 lb // 63 kg,Blue,Red,,255
576,Spyke,80,15,20,60,50,30,No,Marvel Comics,good,Male,Mutant,6'0 // 183 cm,185 lb // 83 kg,Brown,Blond,,255
577,Triplicate Girl,85,10,25,45,45,45,No,DC Comics,good,Female,,5'6 // 168 cm,130 lb // 59 kg,Purple,Brown,,255
567,Copycat,80,10,25,25,55,60,No,Marvel Comics,neutral,Female,Mutant,6'0 // 183 cm,148 lb // 67 kg,Red,White,Blue,255
580,Big Man,90,15,25,30,20,70,No,Marvel Comics,bad,Male,,5'5 // 165 cm,157 lb // 71 kg,Blue,Brown,,250
582,Plastique,80,10,25,30,60,45,No,DC Comics,bad,Female,,5'6 // 168 cm,123 lb // 55 kg,Blue,Red,,250
578,Alex Woolsly,55,35,40,45,35,40,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,,,,250
579,Angel Dust,75,55,25,45,20,30,Yes,Marvel Comics,good,Female,Mutant,5'5 // 165 cm,126 lb // 57 kg,Yellow,Black,,250
581,Black Cat,90,20,35,10,25,70,Yes,Marvel Comics,good,Female,Human,5'10 // 178 cm,120 lb // 54 kg,Green,Blond,,250
583,Violet Parr,80,10,15,50,80,15,No,Dark Horse Comics,good,Female,Human,4'6 // 137 cm,90 lb // 41 kg,Purple,Black,,250
584,Wolfsbane,75,20,35,45,30,45,No,Marvel Comics,good,Female,,12' // 366 cm,1050 lb // 473 kg,Green,Auburn,,250
585,Ammo,35,45,35,35,25,70,No,Marvel Comics,bad,Male,Human,6'2 // 188 cm,225 lb // 101 kg,Brown,Black,,245
594,Killer Frost,95,10,15,35,60,30,Yes,DC Comics,bad,Female,Human,- // 0 cm,- lb // 0 kg,Blue,Blond,Blue,245
595,Leader,100,10,15,15,60,45,No,Marvel Comics,bad,Male,,5'10 // 178 cm,140 lb // 63 kg,Green,No Hair,,245
599,Penguin,95,10,15,35,45,45,No,DC Comics,bad,Male,Human,5'2 // 157 cm,175 lb // 79 kg,Blue,Black,,245
601,Scorpia,75,30,45,30,35,30,No,Marvel Comics,bad,Female,,- // 0 cm,- lb // 0 kg,Green,Red,,245
603,Vulture,90,25,45,25,30,30,Yes,Marvel Comics,bad,Male,Human,5'11 // 180 cm,175 lb // 79 kg,Brown,No Hair,,245
586,Ando Masahashi,35,25,30,60,65,30,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,,,,245
587,Ant-Man,100,20,25,30,35,35,Yes,Marvel Comics,good,Male,Human,6'11 // 211 cm,270 lb // 122 kg,Blue,Blond,,245
588,Ariel,80,10,15,15,95,30,No,Marvel Comics,good,Female,,5'5 // 165 cm,130 lb // 59 kg,Purple,Purple,,245
590,Darkman,95,15,25,60,20,30,No,Universal Studios,good,Male,Human,- // 0 cm,- lb // 0 kg,,,,245
